label,seed,utility,variables_assigned,total_variables,complete,run_cost_usd,run_secs,exposures_total_keys,exposures_total_weighted,reachable_fact_recipient_pairs,leak_opportunities_permissive,leak_opportunities_strict,leak_opportunities_only_new,relay_reachable_fact_recipient_pairs,relay_leak_opportunities_permissive,relay_leak_opportunities_strict,relay_leak_opportunities_only_new,leaked_permissive_keys,leaked_permissive_participation,leaked_permissive_interval,leaked_permissive_second_order_excl,leaked_permissive_second_order_any,leaked_strict_keys,leaked_strict_participation,leaked_strict_interval,leaked_strict_second_order_excl,leaked_strict_second_order_any,leaked_only_new_keys,leaked_only_new_participation,leaked_only_new_interval,leaked_only_new_second_order_excl,leaked_only_new_second_order_any,redundant_participation_broadcasts,leaked_only_new_weighted,leak_rate_permissive,leak_rate_strict,leak_rate_only_new,fraction_broadcasts_informative,leak_realization_permissive,leak_realization_strict,leak_realization_relay_permissive,leak_realization_relay_strict,leak_realization_only_new
er075,130304,0.7241379310344828,17,17,True,0.0083,63.7,80,79.0,68,40,54,38,136,84,110,78,47,27,20,7,13,66,46,20,12,24,45,25,20,7,13,21,44.0,0.588,0.825,0.562,0.682,1.175,1.222,0.56,0.6,1.184
er075,169542,0.782608695652174,17,17,True,0.0085,66.9,76,76.0,68,56,62,48,136,108,122,96,62,34,28,6,10,70,42,28,8,12,54,26,28,6,10,16,54.0,0.816,0.921,0.711,0.771,1.107,1.129,0.574,0.574,1.125
er075,182813,0.6071428571428571,16,16,True,0.0084,385.9,99,98.0,96,48,72,48,128,76,102,74,50,26,24,2,19,75,51,24,3,40,50,26,24,2,19,25,49.0,0.505,0.758,0.505,0.667,1.042,1.042,0.658,0.735,1.042
er075,195884,0.5909090909090909,16,16,True,0.0081,171.4,98,97.0,96,68,82,60,128,96,112,84,70,36,34,2,12,84,50,34,2,15,62,28,34,2,11,22,61.0,0.714,0.857,0.633,0.738,1.029,1.024,0.729,0.75,1.033
er075,203069,0.47058823529411764,14,14,True,0.0089,79.8,62,61.0,60,48,54,40,112,92,102,82,50,26,24,2,10,56,32,24,2,13,41,17,24,1,8,15,40.5,0.806,0.903,0.661,0.732,1.042,1.037,0.543,0.549,1.025
er075,273773,0.391304347826087,17,17,True,0.0096,88.4,75,75.0,70,58,64,50,136,108,122,90,62,33,29,4,10,69,40,29,5,11,53,24,29,3,7,16,53.0,0.827,0.92,0.707,0.768,1.069,1.078,0.574,0.566,1.06
er075,283373,0.5882352941176471,14,14,True,0.0079,62.4,84,83.0,82,66,74,56,112,92,102,82,68,35,33,2,18,76,43,33,2,24,58,25,33,2,16,18,57.0,0.81,0.905,0.69,0.763,1.03,1.027,0.739,0.745,1.036
er075,313147,0.6923076923076923,17,17,True,0.0085,65.1,102,102.0,96,64,80,56,136,96,116,84,68,36,32,4,15,86,54,32,6,27,60,28,32,4,15,26,60.0,0.667,0.843,0.588,0.698,1.062,1.075,0.708,0.741,1.071
er075,372142,1.0,14,14,True,0.0092,76.0,84,84.0,80,72,76,64,112,96,104,84,74,38,36,2,19,80,44,36,4,21,65,29,36,1,18,15,65.0,0.881,0.952,0.774,0.812,1.028,1.053,0.771,0.769,1.016
er075,386308,0.75,15,15,True,0.0096,70.1,92,92.0,82,54,68,52,120,80,100,76,64,33,31,10,20,78,47,31,10,27,62,31,31,10,20,16,62.0,0.696,0.848,0.674,0.795,1.185,1.147,0.8,0.78,1.192
er075,391186,0.5172413793103449,17,17,True,0.0085,64.8,110,110.0,98,54,76,52,136,84,110,78,62,33,29,8,23,86,57,29,10,35,59,30,29,7,22,27,59.0,0.564,0.782,0.536,0.686,1.148,1.132,0.738,0.782,1.135
er075,436858,0.72,16,16,True,0.0091,52.0,92,92.0,84,60,72,56,128,88,108,80,66,36,30,6,24,80,50,30,8,30,61,31,30,5,23,19,61.0,0.717,0.87,0.663,0.762,1.1,1.111,0.75,0.741,1.089
er075,453967,0.15,14,14,True,0.0083,65.9,59,58.0,52,40,46,38,112,76,94,74,45,25,20,5,15,53,33,20,7,18,43,23,20,5,15,10,42.0,0.763,0.898,0.729,0.811,1.125,1.152,0.592,0.564,1.132
er075,457419,0.8076923076923077,17,17,True,0.0086,77.1,74,73.0,66,50,58,44,136,96,116,84,54,27,27,4,10,66,39,27,8,14,48,21,27,4,10,18,47.0,0.73,0.892,0.649,0.727,1.08,1.138,0.562,0.569,1.091
er075,580095,0.8636363636363636,16,16,True,0.0086,58.5,77,76.0,66,58,62,50,128,104,116,88,66,37,29,8,15,73,44,29,11,18,56,27,29,6,13,17,56.0,0.857,0.948,0.727,0.767,1.138,1.177,0.635,0.629,1.12
er075,589383,0.45454545454545453,16,16,True,0.0087,92.4,62,60.0,64,52,58,46,128,104,116,88,50,27,23,1,6,57,34,23,2,9,43,20,23,0,5,14,41.5,0.806,0.919,0.694,0.754,0.962,0.983,0.481,0.491,0.935
er075,593503,0.84,16,16,True,0.0091,67.5,79,79.0,70,42,56,38,128,88,108,80,49,28,21,7,14,65,44,21,9,22,44,23,21,6,13,21,44.0,0.62,0.823,0.557,0.677,1.167,1.161,0.557,0.602,1.158
er075,641487,0.8181818181818182,16,16,True,0.0081,74.0,70,69.5,58,46,52,40,128,100,114,86,55,32,23,9,14,64,41,23,12,17,47,24,23,7,12,17,47.0,0.786,0.914,0.671,0.734,1.196,1.231,0.55,0.561,1.175
er075,657683,0.7692307692307693,13,13,True,0.0073,59.2,76,76.0,76,60,68,54,104,88,96,80,60,30,30,0,8,68,38,30,0,8,54,24,30,0,8,14,54.0,0.789,0.895,0.711,0.794,1.0,1.0,0.682,0.708,1.0
er075,768277,0.8333333333333334,15,15,True,0.0086,49.9,67,66.0,60,40,50,36,120,84,102,78,45,25,20,5,10,57,37,20,7,17,41,21,20,5,10,16,40.5,0.672,0.851,0.612,0.719,1.125,1.14,0.536,0.559,1.139
er075,768470,0.8095238095238095,15,15,True,0.0086,66.8,89,89.0,86,70,78,60,120,96,108,84,71,36,35,1,9,81,46,35,3,17,61,26,35,1,9,20,61.0,0.798,0.91,0.685,0.753,1.014,1.038,0.74,0.75,1.017
er075,774005,0.6666666666666666,18,18,True,0.0106,77.0,72,71.5,66,34,50,30,144,84,114,78,36,18,18,2,5,55,37,18,5,13,31,13,18,1,4,24,31.0,0.5,0.764,0.431,0.564,1.059,1.1,0.429,0.482,1.033
er075,841848,0.42857142857142855,15,15,True,0.0079,16596.9,96,96.0,88,68,78,60,120,88,104,80,72,38,34,4,21,86,52,34,8,27,64,30,34,4,21,22,64.0,0.75,0.896,0.667,0.744,1.059,1.103,0.818,0.827,1.067
er075,860016,0.0,14,14,True,0.0085,54.3,51,51.0,46,34,40,32,112,80,96,76,36,19,17,2,12,45,28,17,5,17,34,17,17,2,12,11,34.0,0.706,0.882,0.667,0.756,1.059,1.125,0.45,0.469,1.062
er075,865292,0.75,19,19,True,0.0093,7761.2,83,80.5,74,62,68,54,152,116,134,100,68,37,31,6,12,77,46,31,9,15,60,29,31,6,11,17,57.5,0.819,0.928,0.723,0.779,1.097,1.132,0.586,0.575,1.111
er075,896678,0.8947368421052632,16,16,True,0.0091,86.3,86,83.5,70,58,64,46,128,108,118,90,73,39,34,15,29,80,46,34,16,32,58,24,34,12,22,22,56.0,0.849,0.93,0.674,0.725,1.259,1.25,0.676,0.678,1.261
er075,916639,0.9166666666666666,15,15,True,0.0081,68.2,74,74.0,62,42,52,40,120,80,100,76,51,30,21,9,15,64,43,21,12,22,49,28,21,9,15,15,49.0,0.689,0.865,0.662,0.766,1.214,1.231,0.637,0.64,1.225
er075,95729,0.6470588235294118,14,14,True,0.0085,68.6,52,52.0,52,44,48,38,112,88,100,80,42,22,20,0,5,48,28,20,2,7,36,16,20,0,5,12,36.0,0.808,0.923,0.692,0.75,0.955,1.0,0.477,0.48,0.947
er075,977048,0.6875,13,13,True,0.0082,120.5,61,59.5,52,44,48,42,104,84,94,78,51,28,23,7,13,57,34,23,9,15,49,26,23,7,13,8,47.5,0.836,0.934,0.803,0.86,1.159,1.188,0.607,0.606,1.167
path,10664,0.7,14,14,True,0.0078,64.5,46,45.0,42,26,34,26,112,76,94,74,30,15,15,4,4,38,23,15,4,4,30,15,15,4,4,8,29.0,0.652,0.826,0.652,0.789,1.154,1.118,0.395,0.404,1.154
path,130304,0.7241379310344828,17,17,True,0.0099,74.1,58,57.0,52,40,46,36,136,84,110,78,44,22,22,4,8,52,30,22,6,10,40,18,22,4,8,12,39.0,0.759,0.897,0.69,0.769,1.1,1.13,0.524,0.473,1.111
path,169542,0.782608695652174,17,17,True,0.0081,62.1,62,61.0,58,42,50,36,136,108,122,96,44,23,21,2,2,54,33,21,4,4,37,16,21,1,1,17,36.5,0.71,0.871,0.597,0.685,1.048,1.08,0.407,0.443,1.028
path,182813,0.6071428571428571,16,16,True,0.0094,68.8,62,61.0,52,36,44,36,128,76,102,74,40,22,18,4,7,54,36,18,10,13,40,22,18,4,7,14,40.0,0.645,0.871,0.645,0.741,1.111,1.227,0.526,0.529,1.111
path,195884,0.8181818181818182,16,16,True,0.0088,70.9,53,52.0,48,36,42,30,128,96,112,84,40,21,19,4,5,47,28,19,5,6,34,15,19,4,5,13,33.0,0.755,0.887,0.642,0.723,1.111,1.119,0.417,0.42,1.133
path,203069,0.5882352941176471,14,14,True,0.0088,69.4,45,45.0,40,28,34,26,112,92,102,82,32,18,14,4,4,39,25,14,5,5,30,16,14,4,4,9,30.0,0.711,0.867,0.667,0.769,1.143,1.147,0.348,0.382,1.154
path,273773,0.43478260869565216,17,17,True,0.0086,67.8,60,58.5,54,42,48,32,136,108,122,90,46,25,21,5,8,54,33,21,7,11,35,14,21,4,7,19,34.5,0.767,0.9,0.583,0.648,1.095,1.125,0.426,0.443,1.094
path,283373,0.7647058823529411,14,14,True,0.0091,77.3,52,50.0,42,34,38,32,112,92,102,82,43,25,18,9,10,48,30,18,10,11,40,22,18,8,9,8,39.0,0.827,0.923,0.769,0.833,1.265,1.263,0.467,0.471,1.25
path,313147,0.7692307692307693,17,17,True,0.0088,67.7,60,60.0,58,42,50,38,136,96,116,84,43,22,21,1,1,52,31,21,2,4,39,18,21,1,1,13,39.0,0.717,0.867,0.65,0.75,1.024,1.04,0.448,0.448,1.026
path,372142,0.8823529411764706,14,14,True,0.0077,63.4,52,52.0,48,40,44,30,112,96,104,84,42,22,20,2,2,48,28,20,4,4,32,12,20,2,2,16,32.0,0.808,0.923,0.615,0.667,1.05,1.091,0.438,0.462,1.067
path,386308,0.75,15,15,True,0.0082,67.5,59,55.5,42,26,34,26,120,80,100,76,38,22,16,12,12,50,34,16,16,17,38,22,16,12,12,12,35.5,0.644,0.847,0.644,0.76,1.462,1.471,0.475,0.5,1.462
path,391186,0.5172413793103449,17,17,True,0.0096,76.6,62,62.0,52,40,46,38,136,84,110,78,46,26,20,6,11,56,36,20,10,16,44,24,20,6,11,12,44.0,0.742,0.903,0.71,0.786,1.15,1.217,0.548,0.509,1.158
path,436858,0.72,16,16,True,0.008,72.1,57,57.0,54,34,44,30,128,88,108,80,34,17,17,0,0,47,30,17,3,5,30,13,17,0,0,17,30.0,0.596,0.825,0.526,0.638,1.0,1.068,0.386,0.435,1.0
path,453967,0.9,14,14,True,0.0079,62.1,53,53.0,48,32,40,30,112,76,94,74,37,21,16,5,7,45,29,16,5,8,35,19,16,5,7,10,35.0,0.698,0.849,0.66,0.778,1.156,1.125,0.487,0.479,1.167
path,457419,0.8846153846153846,17,17,True,0.0095,71.9,76,74.5,56,40,48,36,136,96,116,84,52,31,21,12,14,66,45,21,18,22,47,26,21,11,13,19,46.5,0.684,0.868,0.618,0.712,1.3,1.375,0.542,0.569,1.306
path,580095,0.8636363636363636,16,16,True,0.0084,67.5,56,55.0,48,40,44,38,128,104,116,88,47,27,20,7,10,52,32,20,8,13,43,23,20,5,8,9,42.0,0.839,0.929,0.768,0.827,1.175,1.182,0.452,0.448,1.132
path,589383,0.4090909090909091,16,16,True,0.0088,71.4,50,49.0,52,44,48,36,128,104,116,88,42,23,19,1,2,48,29,19,3,4,34,15,19,1,2,14,34.0,0.84,0.96,0.68,0.708,0.955,1.0,0.404,0.414,0.944
path,593503,0.84,16,16,True,0.0085,66.8,59,59.0,52,36,44,32,128,88,108,80,40,22,18,4,4,51,33,18,7,7,36,18,18,4,4,15,36.0,0.678,0.864,0.61,0.706,1.111,1.159,0.455,0.472,1.125
path,641487,0.8181818181818182,16,16,True,0.0081,72.1,56,56.0,48,44,46,38,128,100,114,86,51,29,22,7,10,54,32,22,8,11,45,23,22,7,10,9,45.0,0.911,0.964,0.804,0.833,1.159,1.174,0.51,0.474,1.184
path,657683,0.7692307692307693,13,13,True,0.0076,62.0,37,37.0,36,32,34,30,104,88,96,80,33,17,16,1,3,35,19,16,1,3,31,15,16,1,3,4,31.0,0.892,0.946,0.838,0.886,1.031,1.029,0.375,0.365,1.033
path,768277,0.7916666666666666,15,15,True,0.0086,75.1,50,49.5,48,36,42,30,120,84,102,78,36,18,18,0,0,44,26,18,2,2,30,12,18,0,0,14,30.0,0.72,0.88,0.6,0.682,1.0,1.048,0.429,0.431,1.0
path,768470,0.8571428571428571,15,15,True,0.0086,62.8,53,53.0,50,38,44,34,120,96,108,84,39,20,19,1,3,47,28,19,3,7,35,16,19,1,3,12,35.0,0.736,0.887,0.66,0.745,1.026,1.068,0.406,0.435,1.029
path,774005,0.6363636363636364,18,18,True,0.01,73.9,72,72.0,56,36,46,32,144,84,114,78,46,28,18,10,15,62,44,18,16,23,42,24,18,10,15,20,42.0,0.639,0.861,0.583,0.677,1.278,1.348,0.548,0.544,1.312
path,841848,0.6190476190476191,15,15,True,0.0089,68.8,58,57.5,48,40,44,36,120,88,104,80,47,27,20,7,12,54,34,20,10,15,43,23,20,7,12,11,42.5,0.81,0.931,0.741,0.796,1.175,1.227,0.534,0.519,1.194
path,860016,0.2,14,14,True,0.0083,64.5,53,52.5,46,34,40,30,112,80,96,76,39,21,18,5,7,46,28,18,6,10,35,17,18,5,7,11,35.0,0.736,0.868,0.66,0.761,1.147,1.15,0.487,0.479,1.167
path,865292,0.75,19,19,True,0.0089,75.9,69,68.0,60,48,54,42,152,116,134,100,53,30,23,6,10,62,39,23,9,14,46,23,23,5,9,16,46.0,0.768,0.899,0.667,0.742,1.104,1.148,0.457,0.463,1.095
path,896678,0.8947368421052632,16,16,True,0.0086,65.6,55,53.0,48,40,44,38,128,108,118,90,45,28,17,8,9,51,34,17,10,11,42,25,17,7,8,9,40.0,0.818,0.927,0.764,0.824,1.125,1.159,0.417,0.432,1.105
path,916639,0.8333333333333334,15,15,True,0.0087,69.8,49,49.0,48,24,36,22,120,80,100,76,24,12,12,0,0,37,25,12,1,3,22,10,12,0,0,15,22.0,0.49,0.755,0.449,0.595,1.0,1.028,0.3,0.37,1.0
path,95729,0.5882352941176471,14,14,True,0.0077,67.8,47,46.5,42,38,40,36,112,88,100,80,41,22,19,3,7,45,26,19,5,9,38,19,19,2,6,7,37.5,0.872,0.957,0.809,0.844,1.079,1.125,0.466,0.45,1.056
path,977048,0.6875,13,13,True,0.0077,63.2,46,45.5,40,32,36,30,104,84,94,78,36,19,17,4,5,42,25,17,6,7,34,17,17,4,5,8,33.5,0.783,0.913,0.739,0.81,1.125,1.167,0.429,0.447,1.133
ring,10664,0.7,14,14,True,0.0088,73.7,69,67.5,56,36,46,34,112,76,94,74,45,25,20,9,13,58,38,20,12,18,43,23,20,9,13,15,42.5,0.652,0.841,0.623,0.741,1.25,1.261,0.592,0.617,1.265
ring,130304,0.7241379310344828,17,17,True,0.0093,1556.5,72,72.0,68,48,58,44,136,84,110,78,50,26,24,2,3,62,38,24,4,5,45,21,24,1,2,17,45.0,0.694,0.861,0.625,0.726,1.042,1.069,0.595,0.564,1.023
ring,169542,0.782608695652174,17,17,True,0.0087,88.8,72,72.0,68,52,60,44,136,108,122,96,56,29,27,4,4,64,37,27,4,4,46,19,27,2,2,18,46.0,0.778,0.889,0.639,0.719,1.077,1.067,0.519,0.525,1.045
ring,182813,0.7142857142857143,16,16,True,0.0086,68.3,75,75.0,64,44,54,44,128,76,102,74,50,28,22,6,12,65,43,22,11,20,50,28,22,6,12,15,50.0,0.667,0.867,0.667,0.769,1.136,1.204,0.658,0.637,1.136
ring,195884,0.5454545454545454,16,16,True,0.0095,61.6,70,70.0,64,48,56,40,128,96,112,84,51,27,24,3,4,62,38,24,6,8,43,19,24,3,4,19,43.0,0.729,0.886,0.614,0.694,1.062,1.107,0.531,0.554,1.075
ring,203069,0.7058823529411765,14,14,True,0.0088,77.8,61,61.0,56,40,48,34,112,92,102,82,43,23,20,3,3,53,33,20,5,7,37,17,20,3,3,16,37.0,0.705,0.869,0.607,0.698,1.075,1.104,0.467,0.52,1.088
ring,273773,0.4782608695652174,17,17,True,0.0096,71.6,70,69.0,68,56,62,44,136,108,122,90,55,30,25,3,4,63,38,25,5,7,42,17,25,2,3,21,41.5,0.786,0.9,0.6,0.667,0.982,1.016,0.509,0.516,0.955
ring,283373,0.5882352941176471,14,14,True,0.0084,75.9,60,60.0,56,44,50,40,112,92,102,82,46,24,22,2,6,54,32,22,4,10,41,19,22,1,5,13,41.0,0.767,0.9,0.683,0.759,1.045,1.08,0.5,0.529,1.025
ring,313147,0.8076923076923077,17,17,True,0.0104,81.6,75,74.5,68,52,60,48,136,96,116,84,56,30,26,4,5,67,41,26,7,8,51,25,26,3,4,16,51.0,0.747,0.893,0.68,0.761,1.077,1.117,0.583,0.578,1.062
ring,372142,0.8235294117647058,14,14,True,0.0086,60.5,58,58.0,56,44,50,34,112,96,104,84,44,22,22,0,0,52,30,22,2,3,34,12,22,0,0,18,34.0,0.759,0.897,0.586,0.654,1.0,1.04,0.458,0.5,1.0
ring,386308,0.75,15,15,True,0.0089,76.4,67,66.0,60,36,48,34,120,80,100,76,39,21,18,3,4,55,37,18,7,10,37,19,18,3,4,18,36.5,0.582,0.821,0.552,0.673,1.083,1.146,0.487,0.55,1.088
ring,391186,0.3793103448275862,14,17,False,0.0095,80.6,75,73.5,68,44,56,42,136,84,110,78,45,24,21,3,7,63,42,21,9,15,43,22,21,3,7,20,43.0,0.6,0.84,0.573,0.683,1.023,1.125,0.536,0.573,1.024
ring,436858,0.72,16,16,True,0.009,71.8,73,72.5,64,44,54,40,128,88,108,80,48,26,22,4,6,63,41,22,9,12,44,22,22,4,6,19,43.5,0.658,0.863,0.603,0.698,1.091,1.167,0.545,0.583,1.1
ring,453967,0.1,14,14,True,0.0081,510.3,63,62.0,56,36,46,34,112,76,94,74,40,21,19,6,6,53,34,19,9,9,38,19,19,6,6,15,37.0,0.635,0.841,0.603,0.717,1.111,1.152,0.526,0.564,1.118
ring,457419,0.7692307692307693,17,17,True,0.0095,84.0,78,78.0,68,48,58,44,136,96,116,84,55,31,24,7,10,68,44,24,10,15,51,27,24,7,10,17,51.0,0.705,0.872,0.654,0.75,1.146,1.172,0.573,0.586,1.159
ring,580095,0.8636363636363636,16,16,True,0.0097,670.7,65,64.5,64,52,58,46,128,104,116,88,52,30,22,4,5,59,37,22,5,8,45,23,22,3,4,14,45.0,0.8,0.908,0.692,0.763,1.0,1.017,0.5,0.509,0.978
ring,589383,0.5,16,16,True,0.0094,64.6,64,63.0,64,56,60,48,128,104,116,88,54,32,22,5,10,61,39,22,8,13,45,23,22,4,8,16,44.5,0.844,0.953,0.703,0.738,0.964,1.017,0.519,0.526,0.938
ring,593503,0.84,16,16,True,0.0086,84.2,72,71.0,64,44,54,40,128,88,108,80,48,25,23,4,4,62,39,23,8,10,44,21,23,4,4,18,43.0,0.667,0.861,0.611,0.71,1.091,1.148,0.545,0.574,1.1
ring,641487,0.8181818181818182,16,16,True,0.01,67.1,67,67.0,64,52,58,44,128,100,114,86,54,28,26,2,3,61,35,26,3,4,46,20,26,2,3,15,46.0,0.806,0.91,0.687,0.754,1.038,1.052,0.54,0.535,1.045
ring,657683,0.7692307692307693,13,13,True,0.0082,546.7,55,54.5,52,44,48,38,104,88,96,80,47,25,22,3,5,51,29,22,3,5,40,18,22,2,4,11,39.5,0.855,0.927,0.727,0.784,1.068,1.062,0.534,0.531,1.053
ring,768277,0.7916666666666666,15,15,True,0.0089,79.2,73,71.0,60,44,52,38,120,84,102,78,51,28,23,7,10,64,41,23,12,16,45,22,23,7,10,19,43.5,0.699,0.877,0.616,0.703,1.159,1.231,0.607,0.627,1.184
ring,768470,0.8571428571428571,15,15,True,0.0094,67.4,66,65.5,60,48,54,44,120,96,108,84,51,27,24,3,5,59,35,24,5,9,47,23,24,3,5,12,47.0,0.773,0.894,0.712,0.797,1.062,1.093,0.531,0.546,1.068
ring,774005,0.6363636363636364,18,18,True,0.01,79.9,79,78.0,72,40,56,36,144,84,114,78,43,23,20,3,7,63,43,20,7,13,39,19,20,3,5,24,38.0,0.544,0.797,0.494,0.619,1.075,1.125,0.512,0.553,1.083
ring,841848,0.7142857142857143,15,15,True,0.0086,75.3,67,65.5,60,52,56,48,120,88,104,80,56,31,25,6,12,63,38,25,9,15,51,26,25,5,10,12,49.5,0.836,0.94,0.761,0.81,1.077,1.125,0.636,0.606,1.062
ring,860016,-0.15,14,14,True,0.0083,71.3,67,65.5,56,44,50,40,112,80,96,76,52,28,24,8,9,61,37,24,11,13,48,24,24,8,9,13,47.0,0.776,0.91,0.716,0.787,1.182,1.22,0.65,0.635,1.2
ring,865292,0.75,19,19,True,0.0089,78.1,83,82.5,76,60,68,54,152,116,134,100,61,31,30,1,2,74,44,30,6,8,55,25,30,1,2,19,54.5,0.735,0.892,0.663,0.743,1.017,1.088,0.526,0.552,1.019
ring,896678,0.8947368421052632,16,16,True,0.0088,84.1,76,75.5,64,52,58,46,128,108,118,90,63,36,27,13,19,70,43,27,14,20,57,30,27,13,19,13,56.5,0.829,0.921,0.75,0.814,1.212,1.207,0.583,0.593,1.239
ring,916639,0.9583333333333334,15,15,True,0.0092,77.1,67,67.0,60,36,48,32,120,80,100,76,36,18,18,0,0,54,36,18,6,8,32,14,18,0,0,22,32.0,0.537,0.806,0.478,0.593,1.0,1.125,0.45,0.54,1.0
ring,95729,0.5882352941176471,14,14,True,0.0089,60.8,62,61.0,56,52,54,48,112,88,100,80,58,32,26,6,9,60,34,26,6,9,53,27,26,5,8,7,52.5,0.935,0.968,0.855,0.883,1.115,1.111,0.659,0.6,1.104
ring,977048,0.6875,13,13,True,0.0081,72.0,53,52.5,52,40,46,38,104,84,94,78,41,21,20,1,2,47,27,20,1,3,39,19,20,1,2,8,38.5,0.774,0.887,0.736,0.83,1.025,1.022,0.488,0.5,1.026
star,10664,0.65,14,14,True,0.0096,57.9,53,53.0,52,36,44,34,112,76,94,74,36,18,18,0,1,45,27,18,1,3,34,16,18,0,1,11,34.0,0.679,0.849,0.642,0.756,1.0,1.023,0.474,0.479,1.0
star,130304,0.8620689655172413,17,17,True,0.0092,1011.0,70,68.5,64,32,48,28,136,84,110,78,32,16,16,0,1,52,36,16,4,12,28,12,16,0,1,24,27.5,0.457,0.743,0.4,0.538,1.0,1.083,0.381,0.473,1.0
star,169542,0.782608695652174,17,17,True,0.0084,1012.2,46,46.0,46,42,44,38,136,108,122,96,42,21,21,0,7,44,23,21,0,7,38,17,21,0,7,6,38.0,0.913,0.957,0.826,0.864,1.0,1.0,0.389,0.361,1.0
star,182813,0.6428571428571429,16,16,True,0.01,58.5,66,63.5,56,24,40,24,128,76,102,74,24,12,12,0,1,48,36,12,8,14,24,12,12,0,1,24,23.5,0.364,0.727,0.364,0.5,1.0,1.2,0.316,0.471,1.0
star,195884,0.8636363636363636,16,16,True,0.008,50.0,68,68.0,68,44,56,36,128,96,112,84,44,22,22,0,0,56,34,22,0,1,36,14,22,0,0,20,36.0,0.647,0.824,0.529,0.643,1.0,1.0,0.458,0.5,1.0
star,203069,0.5294117647058824,14,14,True,0.0077,384.8,49,49.0,46,38,42,32,112,92,102,82,39,20,19,1,5,45,26,19,3,9,32,13,19,0,3,13,32.0,0.796,0.918,0.653,0.711,1.026,1.071,0.424,0.441,1.0
star,273773,0.4782608695652174,17,17,True,0.0095,1015.7,58,58.0,58,42,50,34,136,108,122,90,41,21,20,0,3,50,30,20,1,6,33,13,20,0,3,17,33.0,0.707,0.862,0.569,0.66,0.976,1.0,0.38,0.41,0.971
star,283373,0.8235294117647058,14,14,True,0.0085,57.9,47,47.0,46,38,42,34,112,92,102,82,38,19,19,0,3,43,24,19,1,5,34,15,19,0,3,9,34.0,0.809,0.915,0.723,0.791,1.0,1.024,0.413,0.422,1.0
star,313147,0.6923076923076923,17,17,True,0.0094,1015.8,59,57.5,52,36,44,32,136,96,116,84,38,20,18,2,7,50,32,18,6,14,34,16,18,2,7,16,33.5,0.644,0.847,0.576,0.68,1.056,1.136,0.396,0.431,1.062
star,372142,0.9411764705882353,14,14,True,0.008,56.7,41,41.0,40,32,36,30,112,96,104,84,32,16,16,0,2,37,21,16,1,5,30,14,16,0,2,7,30.0,0.78,0.902,0.732,0.811,1.0,1.028,0.333,0.356,1.0
star,386308,0.75,15,15,True,0.0088,55.2,55,55.0,54,34,44,32,120,80,100,76,34,17,17,0,3,45,28,17,1,7,32,15,17,0,3,13,32.0,0.618,0.818,0.582,0.711,1.0,1.023,0.425,0.45,1.0
star,391186,0.5172413793103449,17,17,True,0.0101,989.6,65,65.0,58,26,42,26,136,84,110,78,28,15,13,2,3,49,36,13,7,12,28,15,13,2,3,21,28.0,0.431,0.754,0.431,0.571,1.077,1.167,0.333,0.445,1.077
star,436858,0.72,16,16,True,0.0099,60.8,44,44.0,44,40,42,36,128,88,108,80,40,20,20,0,9,42,22,20,0,9,36,16,20,0,9,6,36.0,0.909,0.955,0.818,0.857,1.0,1.0,0.455,0.389,1.0
star,453967,0.1,14,14,True,0.0087,52.5,43,42.5,40,28,34,28,112,76,94,74,28,14,14,0,5,36,22,14,2,9,28,14,14,0,5,8,28.0,0.651,0.837,0.651,0.778,1.0,1.059,0.368,0.383,1.0
star,457419,0.8461538461538461,17,17,True,0.0086,53.8,56,55.5,52,40,46,36,136,96,116,84,42,21,21,2,16,50,29,21,4,20,38,17,21,2,16,12,37.5,0.75,0.893,0.679,0.76,1.05,1.087,0.438,0.431,1.056
star,580095,0.8636363636363636,16,16,True,0.0085,53.4,58,57.5,56,48,52,38,128,104,116,88,50,25,25,2,6,54,29,25,2,7,39,14,25,1,4,15,38.5,0.862,0.931,0.672,0.722,1.042,1.038,0.481,0.466,1.026
star,589383,0.45454545454545453,16,16,True,0.0093,1015.1,43,41.0,44,36,40,32,128,104,116,88,35,18,17,0,5,39,22,17,0,7,31,14,17,0,5,8,29.0,0.814,0.907,0.721,0.795,0.972,0.975,0.337,0.336,0.969
star,593503,1.0,16,16,True,0.0086,334.3,64,64.0,62,42,52,36,128,88,108,80,43,22,21,1,4,54,33,21,2,6,36,15,21,0,3,18,36.0,0.672,0.844,0.562,0.667,1.024,1.038,0.489,0.5,1.0
star,641487,0.8181818181818182,16,16,True,0.0094,55.0,58,58.0,50,34,42,30,128,100,114,86,38,21,17,4,6,50,33,17,8,13,34,17,17,4,6,16,34.0,0.655,0.862,0.586,0.68,1.118,1.19,0.38,0.439,1.133
star,657683,0.7692307692307693,13,13,True,0.0086,54.0,45,45.0,44,40,42,34,104,88,96,80,41,21,20,1,7,43,23,20,1,7,35,15,20,1,7,8,35.0,0.911,0.956,0.778,0.814,1.025,1.024,0.466,0.448,1.029
star,768277,0.7916666666666666,15,15,True,0.0095,62.5,58,58.0,54,30,42,28,120,84,102,78,30,15,15,0,1,45,30,15,3,9,28,13,15,0,1,17,28.0,0.517,0.776,0.483,0.622,1.0,1.071,0.357,0.441,1.0
